"railway_no","railway_name","metro_no","metro_name"
"3110","名鉄犬山線","311003460","犬山"
"3110","名鉄犬山線","311003470","犬山口"
"3110","名鉄犬山線","311003480","犬山遊園"
"3110","名鉄犬山線","311003810","岩倉"
"3110","名鉄犬山線","311007990","柏森"
"3110","名鉄犬山線","311009100","上小田井"
"3110","名鉄犬山線","311014230","江南"
"3110","名鉄犬山線","311015040","木津用水"
"3110","名鉄犬山線","311016220","栄生"
"3110","名鉄犬山線","311017980","下小田井"
"3110","名鉄犬山線","311019080","新鵜沼"
"3110","名鉄犬山線","311020040","名鉄名古屋"
"3110","名鉄犬山線","311021890","大山寺"
"3110","名鉄犬山線","311026010","徳重・名古屋芸大"
"3110","名鉄犬山線","311026960","中小田井"
"3110","名鉄犬山線","311029330","西春"
"3110","名鉄犬山線","311032280","東枇杷島"
"3110","名鉄犬山線","311034180","扶桑"
"3110","名鉄犬山線","311035140","布袋"
"3115","名鉄各務原線","311504420","鵜沼宿"
"3115","名鉄各務原線","311506510","苧ケ瀬"
"3115","名鉄各務原線","311507570","各務原市役所前"
"3115","名鉄各務原線","311512150","切通"
"3115","名鉄各務原線","311517760","市民公園前"
"3115","名鉄各務原線","311519080","新鵜沼"
"3115","名鉄各務原線","311519260","新加納"
"3115","名鉄各務原線","311519340","名鉄岐阜"
"3115","名鉄各務原線","311520010","新那加"
"3115","名鉄各務原線","311522360","高田橋"
"3115","名鉄各務原線","311522560","田神"
"3115","名鉄各務原線","311525140","手力"
"3115","名鉄各務原線","311529070","二十軒"
"3115","名鉄各務原線","311531040","羽場"
"3115","名鉄各務原線","311535050","細畑"
"3115","名鉄各務原線","311536280","三柿野"
"3115","名鉄各務原線","311539050","名電各務原"
"3115","名鉄各務原線","311554070","六軒"
"3120","名鉄小牧線","312000840","味岡"
"3120","名鉄小牧線","312000930","味鋺"
"3120","名鉄小牧線","312000960","味美"
"3120","名鉄小牧線","312003460","犬山"
"3120","名鉄小牧線","312004250","牛山"
"3120","名鉄小牧線","312007680","楽田"
"3120","名鉄小牧線","312009030","上飯田"
"3120","名鉄小牧線","312015300","小牧"
"3120","名鉄小牧線","312015310","小牧口"
"3120","名鉄小牧線","312015320","小牧原"
"3120","名鉄小牧線","312022340","田県神社前"
"3120","名鉄小牧線","312030320","羽黒"
"3120","名鉄小牧線","312036100","間内"
"3120","名鉄小牧線","312075935","春日井"
"3125","名鉄広見線","312500560","明智"
"3125","名鉄広見線","312503460","犬山"
"3125","名鉄広見線","312508760","可児川"
"3125","名鉄広見線","312514200","顔戸"
"3125","名鉄広見線","312519240","新可児"
"3125","名鉄広見線","312521430","善師野"
"3125","名鉄広見線","312526400","富岡前"
"3125","名鉄広見線","312528550","西可児"
"3125","名鉄広見線","312529730","日本ライン今渡"
"3125","名鉄広見線","312536900","御嵩"
"3125","名鉄広見線","312536920","御嵩口"
"3135","名鉄津島線","313500180","青塚"
"3135","名鉄津島線","313510860","木田"
"3135","名鉄津島線","313517440","七宝"
"3135","名鉄津島線","313518030","甚目寺"
"3135","名鉄津島線","313518790","勝幡"
"3135","名鉄津島線","313520530","須ケ口"
"3135","名鉄津島線","313524750","津島"
"3135","名鉄津島線","313533940","藤浪"
"3140","名鉄尾西線","314006690","奥町"
"3140","名鉄尾西線","314007540","開明"
"3140","名鉄尾西線","314009420","上丸渕"
"3140","名鉄尾西線","314009820","苅安賀"
"3140","名鉄尾西線","314010340","観音寺"
"3140","名鉄尾西線","314015130","五ノ三"
"3140","名鉄尾西線","314016540","佐屋"
"3140","名鉄尾西線","314019060","名鉄一宮"
"3140","名鉄尾西線","314023560","玉野"
"3140","名鉄尾西線","314023570","玉ノ井"
"3140","名鉄尾西線","314024750","津島"
"3140","名鉄尾西線","314028330","西一宮"
"3140","名鉄尾西線","314030240","萩原"
"3140","名鉄尾西線","314034210","二子"
"3140","名鉄尾西線","314034320","渕高"
"3140","名鉄尾西線","314035770","町方"
"3140","名鉄尾西線","314036180","丸渕"
"3140","名鉄尾西線","314039460","森上"
"3140","名鉄尾西線","314040030","弥富"
"3140","名鉄尾西線","314040260","山崎"
"3140","名鉄尾西線","314041500","六輪"
"3140","名鉄尾西線","314054080","日比野"
"3150","名鉄竹鼻線","315004820","江吉良"
"3150","名鉄竹鼻線","315007830","笠松"
"3150","名鉄竹鼻線","315020520","須賀"
"3150","名鉄竹鼻線","315022960","竹鼻"
"3150","名鉄竹鼻線","315028530","西笠松"
"3150","名鉄竹鼻線","315030480","羽島市役所前"
"3150","名鉄竹鼻線","315034610","不破一色"
"3150","名鉄竹鼻線","315037550","南宿"
"3150","名鉄竹鼻線","315040050","柳津"
"3175","近鉄鳥羽線","317500690","朝熊"
"3175","近鉄鳥羽線","317502040","池の浦"
"3175","近鉄鳥羽線","317502440","五十鈴川"
"3175","近鉄鳥羽線","317526270","鳥羽"
"3180","養老鉄道養老線","318002020","池野"
"3180","養老鉄道養老線","318002250","石津"
"3180","養老鉄道養老線","318003550","揖斐"
"3180","養老鉄道養老線","318005530","大垣"
"3180","養老鉄道養老線","318006080","大外羽"
"3180","養老鉄道養老線","318009730","烏江"
"3180","養老鉄道養老線","318010920","北池野"
"3180","養老鉄道養老線","318010980","北大垣"
"3180","養老鉄道養老線","318011130","北神戸"
"3180","養老鉄道養老線","318013280","桑名"
"3180","養老鉄道養老線","318015360","駒野"
"3180","養老鉄道養老線","318018230","下野代"
"3180","養老鉄道養老線","318018250","下深谷"
"3180","養老鉄道養老線","318023230","多度"
"3180","養老鉄道養老線","318026460","友江"
"3180","養老鉄道養老線","318028410","西大垣"
"3180","養老鉄道養老線","318031290","播磨"
"3180","養老鉄道養老線","318031540","東赤坂"
"3180","養老鉄道養老線","318033440","広神戸"
"3180","養老鉄道養老線","318038010","美濃高田"
"3180","養老鉄道養老線","318038040","美濃津屋"
"3180","養老鉄道養老線","318038050","美濃本郷"
"3180","養老鉄道養老線","318038060","美濃松山"
"3180","養老鉄道養老線","318038090","美濃青柳"
"3180","養老鉄道養老線","318038100","美濃山崎"
"3180","養老鉄道養老線","318038980","室"
"3180","養老鉄道養老線","318040850","養老"
"3185","近鉄湯の山線","318502650","伊勢川島"
"3185","近鉄湯の山線","318502760","伊勢松本"
"3185","近鉄湯の山線","318506190","大羽根園"
"3185","近鉄湯の山線","318512390","近鉄四日市"
"3185","近鉄湯の山線","318515430","菰野"
"3185","近鉄湯の山線","318522440","高角"
"3185","近鉄湯の山線","318527010","中川原"
"3185","近鉄湯の山線","318527050","中菰野"
"3185","近鉄湯の山線","318540730","湯の山温泉"
"3185","近鉄湯の山線","318554090","桜"
"3195","近鉄鈴鹿線","319502780","伊勢若松"
"3195","近鉄鈴鹿線","319520670","鈴鹿市"
"3195","近鉄鈴鹿線","319533270","平田町"
"3195","近鉄鈴鹿線","319536930","三日市"
"3195","近鉄鈴鹿線","319540080","柳"
"3200","近鉄志摩線","320001120","穴川"
"3200","近鉄志摩線","320004120","鵜方"
"3200","近鉄志摩線","320007900","賢島"
"3200","近鉄志摩線","320009290","上之郷"
"3200","近鉄志摩線","320009580","加茂"
"3200","近鉄志摩線","320012730","沓掛"
"3200","近鉄志摩線","320014990","五知"
"3200","近鉄志摩線","320017650","志摩赤崎"
"3200","近鉄志摩線","320017660","志摩磯部"
"3200","近鉄志摩線","320017690","志摩神明"
"3200","近鉄志摩線","320017720","志摩横山"
"3200","近鉄志摩線","320018820","白木"
"3200","近鉄志摩線","320027310","中之郷"
"3200","近鉄志摩線","320034460","船津"
"3200","近鉄志摩線","320035850","松尾"
"3205","三岐鉄道北勢線","320500540","阿下喜"
"3205","三岐鉄道北勢線","320501170","穴太"
"3205","三岐鉄道北勢線","320501640","在良"
"3205","三岐鉄道北勢線","320504530","馬道"
"3205","三岐鉄道北勢線","320505230","麻生田"
"3205","三岐鉄道北勢線","320521810","楚原"
"3205","三岐鉄道北勢線","320527850","七和"
"3205","三岐鉄道北勢線","320528720","西桑名"
"3205","三岐鉄道北勢線","320529370","西別所"
"3205","三岐鉄道北勢線","320541430","蓮花寺"
"3205","三岐鉄道北勢線","320567305","大泉"
"3205","三岐鉄道北勢線","320576070","星川"
"3205","三岐鉄道北勢線","320576075","東員"
"3215","地下鉄東山線","321501980","池下"
"3215","地下鉄東山線","321503170","一社"
"3215","地下鉄東山線","321503580","今池"
"3215","地下鉄東山線","321503850","岩塚"
"3215","地下鉄東山線","321507650","覚王山"
"3215","地下鉄東山線","321509440","上社"
"3215","地下鉄東山線","321509540","亀島"
"3215","地下鉄東山線","321515740","栄"
"3215","地下鉄東山線","321519580","新栄町"
"3215","地下鉄東山線","321522510","高畑"
"3215","地下鉄東山線","321523850","千種"
"3215","地下鉄東山線","321527550","中村公園"
"3215","地下鉄東山線","321527560","中村日赤"
"3215","地下鉄東山線","321527730","名古屋"
"3215","地下鉄東山線","321530790","八田"
"3215","地下鉄東山線","321532540","東山公園"
"3215","地下鉄東山線","321533860","藤が丘"
"3215","地下鉄東山線","321534010","伏見"
"3215","地下鉄東山線","321534980","星ケ丘"
"3215","地下鉄東山線","321535320","本郷"
"3215","地下鉄東山線","321535400","本陣"
"3215","地下鉄東山線","321539340","本山"
"3220","地下鉄鶴舞線","322000270","赤池"
"3220","地下鉄鶴舞線","322001560","荒畑"
"3220","地下鉄鶴舞線","322003740","いりなか"
"3220","地下鉄鶴舞線","322004000","植田"
"3220","地下鉄鶴舞線","322005880","大須観音"
"3220","地下鉄鶴舞線","322009100","上小田井"
"3220","地下鉄鶴舞線","322009400","上前津"
"3220","地下鉄鶴舞線","322010080","川名"
"3220","地下鉄鶴舞線","322014610","御器所"
"3220","地下鉄鶴舞線","322017040","塩釜口"
"3220","地下鉄鶴舞線","322018580","浄心"
"3220","地下鉄鶴舞線","322018620","庄内通"
"3220","地下鉄鶴舞線","322018630","庄内緑地公園"
"3220","地下鉄鶴舞線","322021390","浅間町"
"3220","地下鉄鶴舞線","322025050","鶴舞"
"3220","地下鉄鶴舞線","322031220","原"
"3220","地下鉄鶴舞線","322033350","平針"
"3220","地下鉄鶴舞線","322034010","伏見"
"3220","地下鉄鶴舞線","322036170","丸の内"
"3220","地下鉄鶴舞線","322039840","八事"
"3225","地下鉄名城線","322501550","新瑞橋"
"3225","地下鉄名城線","322505910","大曽根"
"3225","地下鉄名城線","322508730","金山"
"3225","地下鉄名城線","322509400","上前津"
"3225","地下鉄名城線","322513150","黒川"
"3225","地下鉄名城線","322515740","栄"
"3225","地下鉄名城線","322517150","志賀本通"
"3225","地下鉄名城線","322518360","名古屋城"
"3225","地下鉄名城線","322519410","熱田神宮西"
"3225","地下鉄名城線","322520770","砂田橋"
"3225","地下鉄名城線","322525500","熱田神宮伝馬町"
"3225","地下鉄名城線","322527760","ナゴヤドーム前矢田"
"3225","地下鉄名城線","322529000","西高蔵"
"3225","地下鉄名城線","322532360","東別院"
"3225","地下鉄名城線","322532710","久屋大通"
"3225","地下鉄名城線","322534620","平安通"
"3225","地下鉄名城線","322535230","堀田"
"3225","地下鉄名城線","322538410","妙音通"
"3225","地下鉄名城線","322539020","名城公園"
"3225","地下鉄名城線","322539340","本山"
"3225","地下鉄名城線","322539840","八事"
"3225","地下鉄名城線","322540160","矢場町"
"3225","地下鉄名城線","322553990","名古屋大学"
"3225","地下鉄名城線","322554000","自由ケ丘"
"3225","地下鉄名城線","322554010","茶屋ケ坂"
"3225","地下鉄名城線","322566155","瑞穂運動場東"
"3225","地下鉄名城線","322566160","総合リハビリセンター"
"3225","地下鉄名城線","322566165","八事日赤"
"3230","地下鉄桜通線","323001550","新瑞橋"
"3230","地下鉄桜通線","323003580","今池"
"3230","地下鉄桜通線","323013080","車道"
"3230","地下鉄桜通線","323014610","御器所"
"3230","地下鉄桜通線","323014650","国際センター"
"3230","地下鉄桜通線","323016190","桜本町"
"3230","地下鉄桜通線","323016210","桜山"
"3230","地下鉄桜通線","323022190","高岳"
"3230","地下鉄桜通線","323025000","鶴里"
"3230","地下鉄桜通線","323027540","太閤通"
"3230","地下鉄桜通線","323027730","名古屋"
"3230","地下鉄桜通線","323030110","野並"
"3230","地下鉄桜通線","323032710","久屋大通"
"3230","地下鉄桜通線","323033590","吹上"
"3230","地下鉄桜通線","323036170","丸の内"
"3230","地下鉄桜通線","323036770","瑞穂運動場西"
"3230","地下鉄桜通線","323036780","瑞穂区役所"
"3230","地下鉄桜通線","323083670","鳴子北"
"3230","地下鉄桜通線","323083680","相生山"
"3230","地下鉄桜通線","323083690","神沢"
"3230","地下鉄桜通線","323083700","徳重"
"3235","愛知環状鉄道","323504800","永覚"
"3235","愛知環状鉄道","323506480","岡崎"
"3235","愛知環状鉄道","323511020","北岡崎"
"3235","愛知環状鉄道","323511470","北野桝塚"
"3235","愛知環状鉄道","323514100","高蔵寺"
"3235","愛知環状鉄道","323516290","篠原"
"3235","愛知環状鉄道","323517270","四郷"
"3235","愛知環状鉄道","323519100","新上挙母"
"3235","愛知環状鉄道","323519990","新豊田"
"3235","愛知環状鉄道","323520500","末野原"
"3235","愛知環状鉄道","323521270","瀬戸口"
"3235","愛知環状鉄道","323521280","瀬戸市"
"3235","愛知環状鉄道","323522100","大門"
"3235","愛知環状鉄道","323526930","中岡崎"
"3235","愛知環状鉄道","323527520","中水野"
"3235","愛知環状鉄道","323535190","保見"
"3235","愛知環状鉄道","323536420","三河上郷"
"3235","愛知環状鉄道","323536510","三河豊田"
"3235","愛知環状鉄道","323538940","六名"
"3235","愛知環状鉄道","323539790","八草"
"3235","愛知環状鉄道","323540240","山口"
"3235","愛知環状鉄道","323575985","愛環梅坪"
"3235","愛知環状鉄道","323575990","貝津"
"3260","地下鉄名港線","326008730","金山"
"3260","地下鉄名港線","326024630","築地口"
"3260","地下鉄名港線","326025600","東海通"
"3260","地下鉄名港線","326027750","名古屋港"
"3260","地下鉄名港線","326033030","日比野"
"3260","地下鉄名港線","326037230","港区役所"
"3260","地下鉄名港線","326041490","六番町"
"3270","ＪＲ信越本線","327022240","高崎"
"3270","ＪＲ信越本線","327056605","長野"
"3270","ＪＲ信越本線","327060670","北高崎"
"3270","ＪＲ信越本線","327060675","群馬八幡"
"3270","ＪＲ信越本線","327060680","安中"
"3270","ＪＲ信越本線","327060685","磯部"
"3270","ＪＲ信越本線","327060690","松井田"
"3270","ＪＲ信越本線","327060695","西松井田"
"3270","ＪＲ信越本線","327060700","横川"
"3270","ＪＲ信越本線","327060935","安茂里"
"3270","ＪＲ信越本線","327060940","今井"
"3270","ＪＲ信越本線","327060955","篠ノ井"
"3270","ＪＲ信越本線","327060965","川中島"
"3275","ＪＲ飯山線","327560975","豊野"
"3275","ＪＲ飯山線","327560990","信濃浅野"
"3275","ＪＲ飯山線","327560995","立ケ花"
"3275","ＪＲ飯山線","327561000","上今井"
"3275","ＪＲ飯山線","327561005","替佐"
"3275","ＪＲ飯山線","327561010","蓮"
"3275","ＪＲ飯山線","327561015","飯山"
"3275","ＪＲ飯山線","327561020","北飯山"
"3275","ＪＲ飯山線","327561025","信濃平"
"3275","ＪＲ飯山線","327561030","戸狩野沢温泉"
"3275","ＪＲ飯山線","327561035","上境"
"3275","ＪＲ飯山線","327561040","上桑名川"
"3275","ＪＲ飯山線","327561045","桑名川"
"3275","ＪＲ飯山線","327561050","西大滝"
"3275","ＪＲ飯山線","327561055","信濃白鳥"
"3275","ＪＲ飯山線","327561060","平滝"
"3275","ＪＲ飯山線","327561065","横倉"
"3275","ＪＲ飯山線","327561070","森宮野原"
"3290","ＪＲ身延線","329014330","甲府"
"3290","ＪＲ身延線","329061310","金手"
"3290","ＪＲ身延線","329061315","善光寺"
"3290","ＪＲ身延線","329061320","南甲府"
"3290","ＪＲ身延線","329061325","甲斐住吉"
"3290","ＪＲ身延線","329061330","国母"
"3290","ＪＲ身延線","329061335","常永"
"3290","ＪＲ身延線","329061340","小井川"
"3290","ＪＲ身延線","329061345","東花輪"
"3290","ＪＲ身延線","329061350","甲斐上野"
"3290","ＪＲ身延線","329061355","芦川"
"3290","ＪＲ身延線","329061360","市川本町"
"3290","ＪＲ身延線","329061365","市川大門"
"3290","ＪＲ身延線","329061370","鰍沢口"
"3290","ＪＲ身延線","329061375","落居"
"3290","ＪＲ身延線","329061380","甲斐岩間"
"3290","ＪＲ身延線","329061385","久那土"
"3290","ＪＲ身延線","329061390","市ノ瀬"
"3290","ＪＲ身延線","329061395","甲斐常葉"
"3290","ＪＲ身延線","329061400","下部温泉"
"3290","ＪＲ身延線","329061405","波高島"
"3290","ＪＲ身延線","329061410","塩之沢"
"3290","ＪＲ身延線","329061415","身延"
"3290","ＪＲ身延線","329061420","甲斐大島"
"3290","ＪＲ身延線","329061425","内船"
"3290","ＪＲ身延線","329061430","寄畑"
"3290","ＪＲ身延線","329061435","井出"
"3290","ＪＲ身延線","329061445","十島"
"3295","ＪＲ飯田線","329561450","伊那小沢"
"3295","ＪＲ飯田線","329561455","鶯巣"
"3295","ＪＲ飯田線","329561460","平岡"
"3295","ＪＲ飯田線","329561465","為栗"
"3295","ＪＲ飯田線","329561470","温田"
"3295","ＪＲ飯田線","329561475","田本"
"3295","ＪＲ飯田線","329561480","門島"
"3295","ＪＲ飯田線","329561485","唐笠"
"3295","ＪＲ飯田線","329561490","金野"
"3295","ＪＲ飯田線","329561495","千代"
"3295","ＪＲ飯田線","329561500","天竜峡"
"3295","ＪＲ飯田線","329561505","川路"
"3295","ＪＲ飯田線","329561510","時又"
"3295","ＪＲ飯田線","329561515","駄科"
"3295","ＪＲ飯田線","329561520","毛賀"
"3295","ＪＲ飯田線","329561525","伊那八幡"
"3295","ＪＲ飯田線","329561530","下山村"
"3295","ＪＲ飯田線","329561535","鼎"
"3295","ＪＲ飯田線","329561540","切石"
"3295","ＪＲ飯田線","329561545","飯田"
"3295","ＪＲ飯田線","329561550","桜町"
"3295","ＪＲ飯田線","329561555","伊那上郷"
"3295","ＪＲ飯田線","329561560","元善光寺"
"3295","ＪＲ飯田線","329561565","下市田"
"3295","ＪＲ飯田線","329561570","市田"
"3295","ＪＲ飯田線","329561575","下平"
"3295","ＪＲ飯田線","329561580","山吹"
"3295","ＪＲ飯田線","329561585","伊那大島"
"3295","ＪＲ飯田線","329561590","上片桐"
"3295","ＪＲ飯田線","329561595","伊那田島"
"3295","ＪＲ飯田線","329561600","高遠原"
"3295","ＪＲ飯田線","329561605","七久保"
"3295","ＪＲ飯田線","329561610","伊那本郷"
"3295","ＪＲ飯田線","329561615","飯島"
"3295","ＪＲ飯田線","329561620","田切"
"3295","ＪＲ飯田線","329561625","伊那福岡"
"3295","ＪＲ飯田線","329561630","小町屋"
"3295","ＪＲ飯田線","329561635","駒ケ根"
"3295","ＪＲ飯田線","329561640","大田切"
"3295","ＪＲ飯田線","329561645","宮田"
"3295","ＪＲ飯田線","329561650","赤木"
"3295","ＪＲ飯田線","329561655","沢渡"
"3295","ＪＲ飯田線","329561660","下島"
"3295","ＪＲ飯田線","329561665","伊那市"
"3295","ＪＲ飯田線","329561670","伊那北"
"3295","ＪＲ飯田線","329561675","田畑"
"3295","ＪＲ飯田線","329561680","北殿"
"3295","ＪＲ飯田線","329561685","木ノ下"
"3295","ＪＲ飯田線","329561690","伊那松島"
"3295","ＪＲ飯田線","329561695","沢"
"3295","ＪＲ飯田線","329561700","羽場"
"3295","ＪＲ飯田線","329561705","伊那新町"
"3295","ＪＲ飯田線","329561710","宮木"
"3295","ＪＲ飯田線","329561715","辰野"
"3295","ＪＲ飯田線","329561725","中井侍"
"3300","ＪＲ小海線","330056610","佐久平"
"3300","ＪＲ小海線","330061905","小淵沢"
"3300","ＪＲ小海線","330061920","甲斐小泉"
"3300","ＪＲ小海線","330061925","甲斐大泉"
"3300","ＪＲ小海線","330061930","清里"
"3300","ＪＲ小海線","330061935","野辺山"
"3300","ＪＲ小海線","330061940","信濃川上"
"3300","ＪＲ小海線","330061945","佐久広瀬"
"3300","ＪＲ小海線","330061950","佐久海ノ口"
"3300","ＪＲ小海線","330061955","海尻"
"3300","ＪＲ小海線","330061960","松原湖"
"3300","ＪＲ小海線","330061965","小海"
"3300","ＪＲ小海線","330061970","馬流"
"3300","ＪＲ小海線","330061975","高岩"
"3300","ＪＲ小海線","330061980","八千穂"
"3300","ＪＲ小海線","330061985","海瀬"
"3300","ＪＲ小海線","330061990","羽黒下"
"3300","ＪＲ小海線","330061995","青沼"
"3300","ＪＲ小海線","330062000","臼田"
"3300","ＪＲ小海線","330062005","龍岡城"
"3300","ＪＲ小海線","330062010","太田部"
"3300","ＪＲ小海線","330062015","中込"
"3300","ＪＲ小海線","330062020","滑津"
"3300","ＪＲ小海線","330062025","北中込"
"3300","ＪＲ小海線","330062030","岩村田"
"3300","ＪＲ小海線","330062035","中佐都"
"3300","ＪＲ小海線","330062040","美里"
"3300","ＪＲ小海線","330062045","三岡"
"3300","ＪＲ小海線","330062050","乙女"
"3300","ＪＲ小海線","330062055","東小諸"
"3300","ＪＲ小海線","330062060","小諸"
"3305","ＪＲ篠ノ井線","330556605","長野"
"3305","ＪＲ篠ノ井線","330560935","安茂里"
"3305","ＪＲ篠ノ井線","330560940","今井"
"3305","ＪＲ篠ノ井線","330560955","篠ノ井"
"3305","ＪＲ篠ノ井線","330560965","川中島"
"3305","ＪＲ篠ノ井線","330561910","塩尻"
"3305","ＪＲ篠ノ井線","330562065","広丘"
"3305","ＪＲ篠ノ井線","330562070","村井"
"3305","ＪＲ篠ノ井線","330562075","南松本"
"3305","ＪＲ篠ノ井線","330562080","田沢"
"3305","ＪＲ篠ノ井線","330562085","明科"
"3305","ＪＲ篠ノ井線","330562090","西条"
"3305","ＪＲ篠ノ井線","330562095","坂北"
"3305","ＪＲ篠ノ井線","330562100","聖高原"
"3305","ＪＲ篠ノ井線","330562105","冠着"
"3305","ＪＲ篠ノ井線","330562110","姨捨"
"3305","ＪＲ篠ノ井線","330562115","稲荷山"
"3305","ＪＲ篠ノ井線","330562120","松本"
"3305","ＪＲ篠ノ井線","330583625","平田"
"3310","ＪＲ大糸線","331062120","松本"
"3310","ＪＲ大糸線","331062125","北松本"
"3310","ＪＲ大糸線","331062130","島内"
"3310","ＪＲ大糸線","331062135","島高松"
"3310","ＪＲ大糸線","331062140","梓橋"
"3310","ＪＲ大糸線","331062145","一日市場"
"3310","ＪＲ大糸線","331062150","中萱"
"3310","ＪＲ大糸線","331062155","南豊科"
"3310","ＪＲ大糸線","331062160","豊科"
"3310","ＪＲ大糸線","331062165","柏矢町"
"3310","ＪＲ大糸線","331062170","穂高"
"3310","ＪＲ大糸線","331062175","有明"
"3310","ＪＲ大糸線","331062180","安曇追分"
"3310","ＪＲ大糸線","331062185","細野"
"3310","ＪＲ大糸線","331062190","北細野"
"3310","ＪＲ大糸線","331062195","信濃松川"
"3310","ＪＲ大糸線","331062200","安曇沓掛"
"3310","ＪＲ大糸線","331062205","信濃常盤"
"3310","ＪＲ大糸線","331062210","南大町"
"3310","ＪＲ大糸線","331062215","信濃大町"
"3310","ＪＲ大糸線","331062220","北大町"
"3310","ＪＲ大糸線","331062225","信濃木崎"
"3310","ＪＲ大糸線","331062230","稲尾"
"3310","ＪＲ大糸線","331062235","海ノ口"
"3310","ＪＲ大糸線","331062240","簗場"
"3310","ＪＲ大糸線","331062250","南神城"
"3310","ＪＲ大糸線","331062255","神城"
"3310","ＪＲ大糸線","331062260","飯森"
"3310","ＪＲ大糸線","331062265","白馬"
"3310","ＪＲ大糸線","331062270","信濃森上"
"3310","ＪＲ大糸線","331062275","白馬大池"
"3310","ＪＲ大糸線","331062280","千国"
"3310","ＪＲ大糸線","331062285","南小谷"
"3310","ＪＲ大糸線","331062290","中土"
"3310","ＪＲ大糸線","331062295","北小谷"
"3320","長野電鉄長野線","332056605","長野"
"3320","長野電鉄長野線","332062890","市役所前"
"3320","長野電鉄長野線","332062895","権堂"
"3320","長野電鉄長野線","332062900","善光寺下"
"3320","長野電鉄長野線","332062905","本郷"
"3320","長野電鉄長野線","332062910","桐原"
"3320","長野電鉄長野線","332062915","信濃吉田"
"3320","長野電鉄長野線","332062920","朝陽"
"3320","長野電鉄長野線","332062925","附属中学前"
"3320","長野電鉄長野線","332062930","柳原"
"3320","長野電鉄長野線","332062935","村山"
"3320","長野電鉄長野線","332062940","日野"
"3320","長野電鉄長野線","332062945","須坂"
"3320","長野電鉄長野線","332063005","北須坂"
"3320","長野電鉄長野線","332063010","小布施"
"3320","長野電鉄長野線","332063015","都住"
"3320","長野電鉄長野線","332063020","桜沢"
"3320","長野電鉄長野線","332063025","延徳"
"3320","長野電鉄長野線","332063035","信州中野"
"3320","長野電鉄長野線","332063040","中野松川"
"3320","長野電鉄長野線","332063045","信濃竹原"
"3320","長野電鉄長野線","332063050","夜間瀬"
"3320","長野電鉄長野線","332063055","上条"
"3320","長野電鉄長野線","332063060","湯田中"
"3335","上田電鉄別所線","333556620","上田"
"3335","上田電鉄別所線","333563065","城下"
"3335","上田電鉄別所線","333563070","三好町"
"3335","上田電鉄別所線","333563075","赤坂上"
"3335","上田電鉄別所線","333563080","上田原"
"3335","上田電鉄別所線","333563085","寺下"
"3335","上田電鉄別所線","333563090","神畑"
"3335","上田電鉄別所線","333563095","大学前"
"3335","上田電鉄別所線","333563100","下之郷"
"3335","上田電鉄別所線","333563105","中塩田"
"3335","上田電鉄別所線","333563110","塩田町"
"3335","上田電鉄別所線","333563115","中野"
"3335","上田電鉄別所線","333563120","舞田"
"3335","上田電鉄別所線","333563125","八木沢"
"3335","上田電鉄別所線","333563130","別所温泉"
"3340","松本電気鉄道","334062120","松本"
"3340","松本電気鉄道","334063135","西松本"
"3340","松本電気鉄道","334063140","渚"
"3340","松本電気鉄道","334063145","信濃荒井"
"3340","松本電気鉄道","334063150","大庭"
"3340","松本電気鉄道","334063155","下新"
"3340","松本電気鉄道","334063160","北新・松本大学前"
"3340","松本電気鉄道","334063165","新村"
"3340","松本電気鉄道","334063170","三溝"
"3340","松本電気鉄道","334063175","森口"
"3340","松本電気鉄道","334063180","下島"
"3340","松本電気鉄道","334063185","波田"
"3340","松本電気鉄道","334063190","渕東"
"3340","松本電気鉄道","334063195","新島々"
"3350","しなの鉄道","335056615","軽井沢"
"3350","しなの鉄道","335056620","上田"
"3350","しなの鉄道","335060955","篠ノ井"
"3350","しなの鉄道","335062060","小諸"
"3350","しなの鉄道","335063030","屋代"
"3350","しなの鉄道","335063905","中軽井沢"
"3350","しなの鉄道","335063910","信濃追分"
"3350","しなの鉄道","335063915","御代田"
"3350","しなの鉄道","335063920","平原"
"3350","しなの鉄道","335063925","滋野"
"3350","しなの鉄道","335063930","田中"
"3350","しなの鉄道","335063935","大屋"
"3350","しなの鉄道","335063940","信濃国分寺"
"3350","しなの鉄道","335063945","西上田"
"3350","しなの鉄道","335063950","テクノさかき"
"3350","しなの鉄道","335063955","坂城"
"3350","しなの鉄道","335063960","戸倉"
"3350","しなの鉄道","335063963","千曲"
"3350","しなの鉄道","335063965","屋代高校前"
"3360","東海交通事業城北線","336008480","勝川"
"3360","東海交通事業城北線","336033480","枇杷島"
"3360","東海交通事業城北線","336064225","比良"
"3360","東海交通事業城北線","336064230","小田井"
"3360","東海交通事業城北線","336064235","尾張星の宮"
"3360","東海交通事業城北線","336075860","味美"
"3365","ＪＲ北陸本線","336564240","南今庄"
"3365","ＪＲ北陸本線","336564245","今庄"
"3365","ＪＲ北陸本線","336564250","湯尾"
"3365","ＪＲ北陸本線","336564255","南条"
"3365","ＪＲ北陸本線","336564260","王子保"
"3365","ＪＲ北陸本線","336564265","鯖江"
"3365","ＪＲ北陸本線","336564270","北鯖江"
"3365","ＪＲ北陸本線","336564275","大土呂"
"3365","ＪＲ北陸本線","336564280","森田"
"3365","ＪＲ北陸本線","336564285","春江"
"3365","ＪＲ北陸本線","336564290","丸岡"
